gene	beta_injury_index	AveExpr	t	p_value	FDR	B	logFC	P.Value	adj.P.Val
MELK	0.39050272985827406	5.342853046875	4.866799018101338	3.209936068024081e-6	3.063876230264495e-5	4.157417132515821	0.39050272985827406	3.209936068024081e-6	3.063876230264495e-5
TMED8	0.15291684362371963	7.4722971875	4.866437464139706	3.2149070053347993e-6	3.067275091537188e-5	4.155948761960728	0.15291684362371963	3.2149070053347993e-6	3.067275091537188e-5
CKLF-CMTM1	0.25437704923149973	7.4178771093749996	4.86609443845726	3.2196301037353196e-6	3.070434618437282e-5	4.154555709111657	0.25437704923149973	3.2196301037353196e-6	3.070434618437282e-5
GOSR2	0.1562406830308676	6.8087625	4.865837362441678	3.223174178583179e-6	3.072467480574929e-5	4.153511748464322	0.1562406830308676	3.223174178583179e-6	3.072467480574929e-5
PCDHA10	-0.2431873532216281	4.185537109375	-4.8646159713780754	3.240064161595081e-6	3.087214879858861e-5	4.1485523158443876	-0.2431873532216281	3.240064161595081e-6	3.087214879858861e-5
RUSC1	0.13374361294703346	7.061621640625	4.864500347649664	3.241667503304442e-6	3.08739024515681e-5	4.148082872441639	0.13374361294703346	3.241667503304442e-6	3.08739024515681e-5
QSOX1	0.18993302069330878	7.415919140625	4.8643128280334675	3.2442694539177048e-6	3.0885161238981104e-5	4.1473215411472975	0.18993302069330878	3.2442694539177048e-6	3.0885161238981104e-5
HRH3	-0.14347116442284313	5.44388203125	-4.863677275933237	3.253103209909068e-6	3.0955710465945736e-5	4.144741343965418	-0.14347116442284313	3.253103209909068e-6	3.0955710465945736e-5
RAB7B	0.220774651895411	4.5657921875	4.862893145122465	3.2640342678721563e-6	3.104614666769699e-5	4.141558270101324	0.220774651895411	3.2640342678721563e-6	3.104614666769699e-5
MAPK13	0.22835320411449775	5.10775921875	4.862464781372928	3.270020848276996e-6	3.108949454220695e-5	4.139819533828488	0.22835320411449775	3.270020848276996e-6	3.108949454220695e-5
VPS33B	0.11621360203393491	6.56748296875	4.862070557805269	3.2755397142943622e-6	3.1118515580507306e-5	4.138219466166317	0.11621360203393491	3.2755397142943622e-6	3.1118515580507306e-5
ADCK5	-0.1575772214188765	5.349241875	-4.862042390374814	3.275934385112938e-6	3.1118515580507306e-5	4.138105144108373	-0.1575772214188765	3.275934385112938e-6	3.1118515580507306e-5
MCU	0.14319014443794467	6.864425078125	4.861052580975431	3.28983252832139e-6	3.1233843350375406e-5	4.13408813205794	0.14319014443794467	3.28983252832139e-6	3.1233843350375406e-5
NUDT6	-0.1694278182631135	7.920889609375	-4.860973389065784	3.2909469479639784e-6	3.1233843350375406e-5	4.133766766326952	-0.1694278182631135	3.2909469479639784e-6	3.1233843350375406e-5
LOC102723709	0.24471932119216896	4.42903421875	4.860628046032679	3.2958110323869366e-6	3.126636606520412e-5	4.132365384717875	0.24471932119216896	3.2958110323869366e-6	3.126636606520412e-5
SLC4A1AP	0.09334257393890681	6.97150671875	4.860218829087856	3.3015837952880205e-6	3.130747702654765e-5	4.130704895132425	0.09334257393890681	3.3015837952880205e-6	3.130747702654765e-5
FMN1	0.182200229767891	4.257396328125	4.860034189391726	3.304191690018359e-6	3.131855417558578e-5	4.129955709588447	0.182200229767891	3.304191690018359e-6	3.131855417558578e-5
ARL16	-0.10715366316582679	6.6000525	-4.859554798878216	3.310972047063262e-6	3.1369152848330635e-5	4.128010648010603	-0.10715366316582679	3.310972047063262e-6	3.1369152848330635e-5
ALDOB	-0.06650560763547189	13.44918046875	-4.857581465116207	3.3390246838334364e-6	3.162115975073084e-5	4.120005504571585	-0.06650560763547189	3.3390246838334364e-6	3.162115975073084e-5
RNA45S5	-0.25061012110920866	6.387529453125	-4.857138303827297	3.34535622965707e-6	3.166733423138827e-5	4.118208057440134	-0.25061012110920866	3.34535622965707e-6	3.166733423138827e-5
RFX7	0.18011546746821083	7.595306015625	4.857030785132129	3.3468941281397e-6	3.166811133946189e-5	4.117771982263585	0.18011546746821083	3.3468941281397e-6	3.166811133946189e-5
GPR68	0.13735485574868725	5.564443515625	4.85676302461134	3.3507270336618835e-6	3.1690593549237805e-5	4.116686025869823	0.13735485574868725	3.3507270336618835e-6	3.1690593549237805e-5
ANKFY1	0.12379951233332853	8.190105234375	4.855863047643317	3.363641143012655e-6	3.1798907337659395e-5	4.1130362908739	0.12379951233332853	3.363641143012655e-6	3.1798907337659395e-5
HAAO	-0.3131252198062419	8.483670703125	-4.854645685778135	3.381186366291635e-6	3.195088923802864e-5	4.108100184549723	-0.3131252198062419	3.381186366291635e-6	3.195088923802864e-5
WDFY3	0.18966429060140327	6.860296328125	4.853185986182458	3.4023413285547308e-6	3.213683496311379e-5	4.102182580194748	0.18966429060140327	3.4023413285547308e-6	3.213683496311379e-5
SIRPB1	0.14707219573871066	3.757269453125	4.85243801351523	3.4132311457802995e-6	3.222570187246478e-5	4.099150782595958	0.14707219573871066	3.4132311457802995e-6	3.222570187246478e-5
CYP27B1	0.15261793634575122	3.012333828125	4.85132921574233	3.4294364793334303e-6	3.23646558502994e-5	4.094657025012895	0.15261793634575122	3.4294364793334303e-6	3.23646558502994e-5
MCOLN1	0.18153493196593118	6.94308296875	4.850987504937598	3.4344456854048933e-6	3.2397873805122567e-5	4.093272275170337	0.18153493196593118	3.4344456854048933e-6	3.2397873805122567e-5
DHRS1	-0.21065064822107596	9.919926328125	-4.850799848454541	3.4371995965616715e-6	3.240315260680555e-5	4.092511844060423	-0.21065064822107596	3.4371995965616715e-6	3.240315260680555e-5
LILRA5	0.2304784114501901	4.435538203125	4.850746392334223	3.4379844718662814e-6	3.240315260680555e-5	4.092295230166439	0.2304784114501901	3.4379844718662814e-6	3.240315260680555e-5
POGK	0.19952943333029796	7.567339609375	4.849716006383144	3.4531472355721677e-6	3.2531967005370876e-5	4.088120240531969	0.19952943333029796	3.4531472355721677e-6	3.2531967005370876e-5
LINC00294	0.1899882957542423	6.362584375	4.848571411883325	3.470066687327536e-6	3.26772124023532e-5	4.083483208647181	0.1899882957542423	3.470066687327536e-6	3.26772124023532e-5
GYG1	0.23955955744714827	7.73840640625	4.848170040976272	3.476018789693985e-6	3.271909854271452e-5	4.0818573355444485	0.23955955744714827	3.476018789693985e-6	3.271909854271452e-5
SLC24A4	0.12189509296775597	3.700067734375	4.847790879209922	3.4816506370126437e-6	3.275793525386507e-5	4.080321512355418	0.12189509296775597	3.4816506370126437e-6	3.275793525386507e-5
KCNN2	-0.6809050980460909	7.634513828125	-4.8440830554237	3.5371929267918832e-6	3.326135261813017e-5	4.065307054629043	-0.6809050980460909	3.5371929267918832e-6	3.326135261813017e-5
DCP2	0.20663359363880196	8.0074696875	4.844015419254618	3.5382140375283045e-6	3.326135261813017e-5	4.06503324230361	0.20663359363880196	3.5382140375283045e-6	3.326135261813017e-5
MIR452	0.39574817990688016	5.081953046875	4.842892845888865	3.55520345476392e-6	3.339475597082932e-5	4.060489099645979	0.39574817990688016	3.55520345476392e-6	3.339475597082932e-5
LDLRAD3	0.19024074326164458	4.47540875	4.842874924169648	3.555475328848467e-6	3.339475597082932e-5	4.060416558960972	0.19024074326164458	3.555475328848467e-6	3.339475597082932e-5
ARL10	0.17192008939640102	5.4542621875	4.842713346916169	3.5579273807043097e-6	3.3403363967397865e-5	4.05976256060263	0.17192008939640102	3.5579273807043097e-6	3.3403363967397865e-5
IKBKE	0.1122457752777276	5.7233209375	4.8423540364083335	3.563386057466532e-6	3.344017985680305e-5	4.058308273151637	0.1122457752777276	3.563386057466532e-6	3.344017985680305e-5
SRXN1	0.17879437408392027	7.52602421875	4.841788514629788	3.5719939679065053e-6	3.35065048658345e-5	4.056019508764052	0.17879437408392027	3.5719939679065053e-6	3.35065048658345e-5
KIDINS220	0.15042125094551617	7.666061875	4.8400453675157955	3.598653785480853e-6	3.374203267050215e-5	4.048965850533296	0.15042125094551617	3.598653785480853e-6	3.374203267050215e-5
KIAA0196	0.12507094863176355	6.8518903125	4.838526702687303	3.6220375484055916e-6	3.394665350731014e-5	4.042821989169463	0.12507094863176355	3.6220375484055916e-6	3.394665350731014e-5
SRBD1	0.13782773760936784	6.445599140625	4.837858939626412	3.632366057231453e-6	3.4028793644683806e-5	4.040120929386896	0.13782773760936784	3.632366057231453e-6	3.4028793644683806e-5
HLA-DRB6	0.22572828672027317	7.73839515625	4.83764272578046	3.635716423634022e-6	3.404551845170507e-5	4.039246413020695	0.22572828672027317	3.635716423634022e-6	3.404551845170507e-5
OPLAH	-0.1813865009046287	7.615273828125	-4.837228264153347	3.6421471406077437e-6	3.40910614241137e-5	4.0375701226891	-0.1813865009046287	3.6421471406077437e-6	3.40910614241137e-5
TMEM185B	0.2809507722089685	5.428415078125	4.836094504512866	3.6597947668159455e-6	3.42415120699128e-5	4.032985137267552	0.2809507722089685	3.6597947668159455e-6	3.42415120699128e-5
RASA1	0.16501589012839166	8.67653328125	4.8355055821170865	3.66899437720255e-6	3.431282660674422e-5	4.030603795811409	0.16501589012839166	3.66899437720255e-6	3.431282660674422e-5
RARS	0.11707644793551687	8.9093940625	4.834843550534339	3.6793628043709382e-6	3.4395006052204994e-5	4.027927072083674	0.11707644793551687	3.6793628043709382e-6	3.4395006052204994e-5
PAFAH1B3	0.14192940612704819	5.934442578125	4.8342087360421075	3.689331649739488e-6	3.4469335560447875e-5	4.025360629929949	0.14192940612704819	3.689331649739488e-6	3.4469335560447875e-5
NAIP	0.19486220716470112	6.31622	4.8340654672469014	3.691585098907474e-6	3.4469335560447875e-5	4.024781451823856	0.19486220716470112	3.691585098907474e-6	3.4469335560447875e-5
PTGFR	0.14359161926702427	4.000884609375	4.834034786389317	3.6920678460830023e-6	3.4469335560447875e-5	4.02465742299877	0.14359161926702427	3.6920678460830023e-6	3.4469335560447875e-5
POLR2A	0.151075890982261	7.967434921875	4.833434523417743	3.701524991671551e-6	3.4542802721506327e-5	4.022230940703491	0.151075890982261	3.701524991671551e-6	3.4542802721506327e-5
RNF44	0.1708169583258075	6.869114296875	4.831716030988204	3.728729907916415e-6	3.476726546038874e-5	4.0152853164514575	0.1708169583258075	3.728729907916415e-6	3.476726546038874e-5
CEP85L	0.16919513634596278	6.437028203125	4.831713228158849	3.7287744365874557e-6	3.476726546038874e-5	4.015273989659589	0.16919513634596278	3.7287744365874557e-6	3.476726546038874e-5
KIAA0930	0.16054877249636193	7.947211796875	4.829550881054831	3.7632818159717474e-6	3.506736060247177e-5	4.0065368661731675	0.16054877249636193	3.7632818159717474e-6	3.506736060247177e-5
ANKRD10	0.14333587043007093	7.7407184375	4.8294946270788985	3.764183653140789e-6	3.506736060247177e-5	4.00630960386699	0.14333587043007093	3.764183653140789e-6	3.506736060247177e-5
ZC3HAV1L	0.2696573414623451	5.6376090625	4.828659313614379	3.7775996855882124e-6	3.516934328823757e-5	4.002935208396583	0.2696573414623451	3.7775996855882124e-6	3.516934328823757e-5
PERP	0.17753093534044354	10.62387453125	4.828611803192151	3.7783641458470647e-6	3.516934328823757e-5	4.002743293818064	0.17753093534044354	3.7783641458470647e-6	3.516934328823757e-5
PROC	-0.12956864093738552	10.31059734375	-4.825100540772476	3.835278728430776e-6	3.568248443331459e-5	3.9885634393346248	-0.12956864093738552	3.835278728430776e-6	3.568248443331459e-5
DSERG1	0.13035203851131602	4.965783671875	4.824931768402661	3.838035218189947e-6	3.568248443331459e-5	3.987882049870656	0.13035203851131602	3.838035218189947e-6	3.568248443331459e-5
FBXL7	0.15377954742483294	5.34454140625	4.82490860316012	3.838413716450887e-6	3.568248443331459e-5	3.987788525467179	0.15377954742483294	3.838413716450887e-6	3.568248443331459e-5
LOC100288911	0.39482917822128727	4.254855234375	4.824215652219942	3.849752629223321e-6	3.576609140437928e-5	3.9849910369888466	0.39482917822128727	3.849752629223321e-6	3.576609140437928e-5
PTAR1	0.14904290902666456	8.63281046875	4.824158100799627	3.850695815246462e-6	3.576609140437928e-5	3.9847587106144378	0.14904290902666456	3.850695815246462e-6	3.576609140437928e-5
MGC40069	0.15110944293643847	3.327644921875	4.823959087923888	3.853959080642352e-6	3.5781123295438795e-5	3.983955340519433	0.15110944293643847	3.853959080642352e-6	3.5781123295438795e-5
ZNF655	0.15188779454081583	8.497810703125	4.823191682343626	3.866567547334512e-6	3.5879593295367153e-5	3.980857711776892	0.15188779454081583	3.866567547334512e-6	3.5879593295367153e-5
ZFR	0.11111964861603778	9.321157734375	4.823112910334237	3.867864031519146e-6	3.5879593295367153e-5	3.9805397682400923	0.11111964861603778	3.867864031519146e-6	3.5879593295367153e-5
NCK1-AS1	0.16092359482847707	5.728960546875	4.821752111157526	3.8903276436618015e-6	3.6072590465718315e-5	3.975047809064778	0.16092359482847707	3.8903276436618015e-6	3.6072590465718315e-5
VPS8	0.13004149937139156	6.73911984375	4.8199822264399605	3.919733593863173e-6	3.6329767732128505e-5	3.9679064520904834	0.13004149937139156	3.919733593863173e-6	3.6329767732128505e-5
C1ORF131	0.13471020347879256	8.435006875	4.819843353917476	3.922050002049674e-6	3.633575540655305e-5	3.9673461882190857	0.13471020347879256	3.922050002049674e-6	3.633575540655305e-5
ATP1A1	0.14684664819922766	8.927876328125	4.81963387495447	3.925546643828783e-6	3.6352667579058114e-5	3.9665010925944326	0.14684664819922766	3.925546643828783e-6	3.6352667579058114e-5
TUSC5	-0.2364716314461465	4.615753671875	-4.816566284623276	3.9770985982277636e-6	3.6814393960531295e-5	3.95412850224567	-0.2364716314461465	3.9770985982277636e-6	3.6814393960531295e-5
ARG1	-0.098801792344661	11.9534265625	-4.816074518723694	3.985423702840281e-6	3.6875764273876914e-5	3.9521455572800406	-0.098801792344661	3.985423702840281e-6	3.6875764273876914e-5
RARB	0.19771452752362534	5.562483125	4.81259551116052	4.0448041868231885e-6	3.740927953910069e-5	3.938121177302417	0.19771452752362534	4.0448041868231885e-6	3.740927953910069e-5
SLC7A6OS	0.11993643967221	5.43057578125	4.812261610276195	4.050548176987688e-6	3.744648299788065e-5	3.9367755438668315	0.11993643967221	4.050548176987688e-6	3.744648299788065e-5
C10ORF12	0.18945438359321443	6.26090921875	4.811563874185296	4.062576642699038e-6	3.754172884818699e-5	3.93396384925569	0.18945438359321443	4.062576642699038e-6	3.754172884818699e-5
JAK2	0.23601986044982942	4.930136484375	4.810524182410293	4.080564433753921e-6	3.769193975687857e-5	3.9297746862558416	0.23601986044982942	4.080564433753921e-6	3.769193975687857e-5
MAP2K6	-0.27177909459664784	6.157940859375	-4.809601227676947	4.096597211358357e-6	3.782397246972764e-5	3.9260564097554997	-0.27177909459664784	4.096597211358357e-6	3.782397246972764e-5
PDZRN3	0.35991728284229974	4.4505525	4.809182772042744	4.1038863645102585e-6	3.7875197321676555e-5	3.9243707545618083	0.35991728284229974	4.1038863645102585e-6	3.7875197321676555e-5
CRISPLD2	0.33482679957751216	6.35077578125	4.808786447852019	4.110801596441957e-6	3.7922929231298516e-5	3.922774344653657	0.33482679957751216	4.110801596441957e-6	3.7922929231298516e-5
U2SURP	0.11526812010081795	7.512347734375	4.8065232870283605	4.150507097309978e-6	3.8272988930811334e-5	3.9136599879987077	0.11526812010081795	4.150507097309978e-6	3.8272988930811334e-5
ENO2	0.18603525799475149	4.516924296875	4.805368470001946	4.170910489323055e-6	3.844483723484933e-5	3.9090103755130965	0.18603525799475149	4.170910489323055e-6	3.844483723484933e-5
NKRF	0.1274273814717329	6.538335390625	4.80314062992154	4.2105471461146725e-6	3.878631344534219e-5	3.9000426644422124	0.1274273814717329	4.2105471461146725e-6	3.878631344534219e-5
FAHD1	-0.1394513522168314	8.85877453125	-4.803086005037483	4.211523576421563e-6	3.878631344534219e-5	3.8998228194510656	-0.1394513522168314	4.211523576421563e-6	3.878631344534219e-5
TTYH3	0.14403038954074163	6.940659609375	4.802699592500687	4.218437044530314e-6	3.8833542543236525e-5	3.8982677011715055	0.14403038954074163	4.218437044530314e-6	3.8833542543236525e-5
MIIP	0.10349541769468261	6.562372109375	4.802358017425882	4.224557464448341e-6	3.887343423187173e-5	3.8968931036348735	0.10349541769468261	4.224557464448341e-6	3.887343423187173e-5
SORT1	0.34968045060821756	6.695103828125	4.802142765389782	4.22841881897861e-6	3.8892513559933064e-5	3.8960269016115046	0.34968045060821756	4.22841881897861e-6	3.8892513559933064e-5
PLEKHG4	0.1405500901723194	4.683414375	4.801869448555446	4.2333267132166765e-6	3.89211986443797e-5	3.894927078141201	0.1405500901723194	4.2333267132166765e-6	3.89211986443797e-5
RAP1A	0.14568971391276228	9.2272746875	4.800961337789708	4.249673148490186e-6	3.905498098821589e-5	3.891273163787254	0.14568971391276228	4.249673148490186e-6	3.905498098821589e-5
NBEA	0.30704763076210667	4.69668046875	4.799064720685413	4.284010707053003e-6	3.9353920992619924e-5	3.883643398412044	0.30704763076210667	4.284010707053003e-6	3.9353920992619924e-5
COL4A3	0.3806346517654352	3.819032109375	4.798110146999364	4.301394481582277e-6	3.949693294970843e-5	3.8798041036315	0.3806346517654352	4.301394481582277e-6	3.949693294970843e-5
LRRC69	0.2009334044472637	4.738615390625	4.797703832530374	4.308814612402699e-6	3.9548373107002496e-5	3.878170067922955	0.2009334044472637	4.308814612402699e-6	3.9548373107002496e-5
MIRLET7BHG	-0.12780748593016222	5.846669140625	-4.797169195790749	4.318597071283869e-6	3.9621443311530164e-5	3.87602011726414	-0.12780748593016222	4.318597071283869e-6	3.9621443311530164e-5
HTATIP2	0.1669248563707931	9.329216640625	4.797012258580302	4.321472697049917e-6	3.9631111120964095e-5	3.875389052557681	0.1669248563707931	4.321472697049917e-6	3.9631111120964095e-5
SMOC1	-0.22324772865569942	8.121656796875	-4.794574342557838	4.366382665763596e-6	4.002609444937021e-5	3.86558771958752	-0.22324772865569942	4.366382665763596e-6	4.002609444937021e-5
ZKSCAN4	0.13665429478066332	5.964259375	4.79408438383882	4.375462843169024e-6	4.008301086738964e-5	3.8636183200860774	0.13665429478066332	4.375462843169024e-6	4.008301086738964e-5
LOC107985971	0.2155873077387502	5.63916875	4.794040507632702	4.3762768726175885e-6	4.008301086738964e-5	3.863441965560604	0.2155873077387502	4.3762768726175885e-6	4.008301086738964e-5
PSMB10	0.19878859630836307	7.99090734375	4.791146856474055	4.430287615326019e-6	4.056062562970829e-5	3.8518137981428175	0.19878859630836307	4.430287615326019e-6	4.056062562970829e-5
AUP1	-0.09765369723226144	7.968492265625	-4.790057022535802	4.450796630727023e-6	4.0731249098950336e-5	3.847435553666859	-0.09765369723226144	4.450796630727023e-6	4.0731249098950336e-5
CIITA	0.22225377730309567	4.7108778125	4.788269091938863	4.484642181523091e-6	4.10237263980958e-5	3.8402543099110975	0.22225377730309567	4.484642181523091e-6	4.10237263980958e-5
WDR26	0.14470855852945458	8.432349296875	4.787052003778388	4.507824197601778e-6	4.1212705634451536e-5	3.8353669274826157	0.14470855852945458	4.507824197601778e-6	4.1212705634451536e-5
CD19	0.18823313767721445	3.863733515625	4.786985710956372	4.509090213303666e-6	4.1212705634451536e-5	3.835100744479167	0.18823313767721445	4.509090213303666e-6	4.1212705634451536e-5
PNMA3	-0.22062779021543646	5.0040365625	-4.7862723949950094	4.522734457209625e-6	4.132005151099579e-5	3.8322367566635442	-0.22062779021543646	4.522734457209625e-6	4.132005151099579e-5
CHID1	-0.1515715030669466	7.695749453125	-4.7854451837634775	4.53860737730297e-6	4.1447660066528756e-5	3.8289158471243763	-0.1515715030669466	4.53860737730297e-6	4.1447660066528756e-5
AP4B1	0.14745294421170724	6.13688578125	4.784359356962404	4.559524679774175e-6	4.1621208711341856e-5	3.8245573094106398	0.14745294421170724	4.559524679774175e-6	4.1621208711341856e-5
CASK	0.14254445026514967	6.77798015625	4.784072562990815	4.5650650362525365e-6	4.16543035795308e-5	3.8234062256157895	0.14254445026514967	4.5650650362525365e-6	4.16543035795308e-5
LOC101927562	0.18023899253896652	6.118657265625	4.78347938285006	4.576544941231482e-6	4.17305243162632e-5	3.8210255745783535	0.18023899253896652	4.576544941231482e-6	4.17305243162632e-5
PEMT	-0.13698060154625	9.741408203125	-4.783442733514766	4.57725513807769e-6	4.17305243162632e-5	3.8208784939926055	-0.13698060154625	4.57725513807769e-6	4.17305243162632e-5
NCR3LG1	0.19012619819935564	3.234419921875	4.78288822510512	4.588013531978233e-6	4.1811084357403655e-5	3.818653244475607	0.19012619819935564	4.588013531978233e-6	4.1811084357403655e-5
GRTP1	-0.21848755082772994	8.186237578125	-4.782468156956493	4.596179864847053e-6	4.1867965075384405e-5	3.8169676249712303	-0.21848755082772994	4.596179864847053e-6	4.1867965075384405e-5
MYO5C	0.23587674952650312	6.880659921875	4.781400839972069	4.61699243571674e-6	4.203994828553631e-5	3.8126852349003943	0.23587674952650312	4.61699243571674e-6	4.203994828553631e-5
GCDH	-0.20009201035075036	9.23867	-4.781212622174187	4.6206721217993506e-6	4.2055849650837354e-5	3.811930118652951	-0.20009201035075036	4.6206721217993506e-6	4.2055849650837354e-5
ETV5	0.17523623573017286	6.78112171875	4.781067559762559	4.623510052272802e-6	4.206407953454214e-5	3.811348152822138	0.17523623573017286	4.623510052272802e-6	4.206407953454214e-5
TOPBP1	0.1747704134664338	7.055125078125	4.780847538380602	4.627817666937742e-6	4.208566793850196e-5	3.8104654877492745	0.1747704134664338	4.627817666937742e-6	4.208566793850196e-5
ZNF273	0.14197093412050416	3.10666015625	4.780406150646299	4.63647095572948e-6	4.21467416213888e-5	3.8086948471979287	0.14197093412050416	4.63647095572948e-6	4.21467416213888e-5
FAM169A	0.4292161687640631	5.867255625	4.78012330896769	4.642024230338301e-6	4.2179596107998775e-5	3.807560278871021	0.4292161687640631	4.642024230338301e-6	4.2179596107998775e-5
ATP2A2	0.2035019531024697	9.438284296875	4.779365857411068	4.656927684908439e-6	4.2297347778627665e-5	3.8045221288337547	0.2035019531024697	4.656927684908439e-6	4.2297347778627665e-5
TMEM200A	0.36792652508036916	3.0732353125	4.778551129422815	4.673009844263667e-6	4.242570248007827e-5	3.8012546162671637	0.36792652508036916	4.673009844263667e-6	4.242570248007827e-5
C14ORF169	0.1728407862286105	6.921473046875	4.7778822260677245	4.686253737533519e-6	4.252819255426226e-5	3.798572231535987	0.1728407862286105	4.686253737533519e-6	4.252819255426226e-5
RAPGEF6	0.22191475801112345	7.159392734375	4.777410417586089	4.695617130887753e-6	4.259539593336167e-5	3.796680378739346	0.22191475801112345	4.695617130887753e-6	4.259539593336167e-5
DNAJC17	-0.12996299422912638	5.997078046875	-4.776130801435556	4.7211034046984215e-6	4.2808737958484685e-5	3.791550041988847	-0.12996299422912638	4.7211034046984215e-6	4.2808737958484685e-5
ZBTB9	0.13054366142583912	6.163831640625	4.775845366756925	4.726806696210483e-6	4.284259419277777e-5	3.790405785604019	0.13054366142583912	4.726806696210483e-6	4.284259419277777e-5
CD163	0.21629359995408776	10.323626484375	4.7736957273214715	4.769973740419461e-6	4.321584288852334e-5	3.781789797336925	0.21629359995408776	4.769973740419461e-6	4.321584288852334e-5
PUS7L	0.1264451167528009	4.885394296875	4.773452516082907	4.774881661582163e-6	4.324229841148909e-5	3.7808151504571317	0.1264451167528009	4.774881661582163e-6	4.324229841148909e-5
KBTBD8	0.20226574090180116	3.678346484375	4.772959164544739	4.7848523609060226e-6	4.3314562383182984e-5	3.7788381953958723	0.20226574090180116	4.7848523609060226e-6	4.3314562383182984e-5
C19ORF81	-0.14675235350157537	2.918646328125	-4.772259695956595	4.799023289440958e-6	4.3424772718473026e-5	3.7760355334836078	-0.14675235350157537	4.799023289440958e-6	4.3424772718473026e-5
CACHD1	0.25107623376271354	5.5318275	4.771617072342765	4.812078391960639e-6	4.352479886083982e-5	3.773460892852137	0.25107623376271354	4.812078391960639e-6	4.352479886083982e-5
HLA-DQB1	0.4150286706922688	8.112868046875	4.770892854494913	4.826832341303981e-6	4.364010138004385e-5	3.770559638469285	0.4150286706922688	4.826832341303981e-6	4.364010138004385e-5
LOC101926960	-0.4272321058689732	2.595169765625	-4.769058193932451	4.8644048940044915e-6	4.396152873256323e-5	3.7632112667001003	-0.4272321058689732	4.8644048940044915e-6	4.396152873256323e-5
FASLG	0.18934070611249224	4.441512421875	4.768580681826195	4.874230374859653e-6	4.403203211973506e-5	3.761299009133525	0.18934070611249224	4.874230374859653e-6	4.403203211973506e-5
AGFG1	0.17208245580859266	7.647057734375	4.76800145051824	4.886174676000325e-6	4.412160968328563e-5	3.7589795833809294	0.17208245580859266	4.886174676000325e-6	4.412160968328563e-5
ACADSB	-0.2628430482143955	10.47993515625	-4.767473281222967	4.897090739537793e-6	4.4201831890940085e-5	3.756864797377135	-0.2628430482143955	4.897090739537793e-6	4.4201831890940085e-5
GATAD2A	0.19513053826655488	7.176639140625	4.766293052720196	4.921568828742128e-6	4.44043495361375e-5	3.7521397615637664	0.19513053826655488	4.921568828742128e-6	4.44043495361375e-5
PGLYRP2	-0.1950458754068623	10.36107703125	-4.765866225276809	4.9304504315457416e-6	4.4466039899425585e-5	3.7504311620642135	-0.1950458754068623	4.9304504315457416e-6	4.4466039899425585e-5
RASA2	0.20009470002947688	7.562141484375	4.765173620213683	4.9448954909968615e-6	4.4577833243122555e-5	3.747658876134052	0.20009470002947688	4.9448954909968615e-6	4.4577833243122555e-5
GDPD1	0.21399939541923343	3.624698671875	4.7645813747575465	4.957279943453021e-6	4.467096545564771e-5	3.7452885219244436	0.21399939541923343	4.957279943453021e-6	4.467096545564771e-5
B4GALT6	0.19057101780997632	5.4203075	4.764089176058078	4.96759517117656e-6	4.474538209465992e-5	3.7433187429849024	0.19057101780997632	4.96759517117656e-6	4.474538209465992e-5
BICD2	0.17269793958150442	7.26990203125	4.7635950837866625	4.977970992385838e-6	4.482028269758656e-5	3.7413415287878635	0.17269793958150442	4.977970992385838e-6	4.482028269758656e-5
DDR2	0.19880697089155958	6.380567578125	4.763459008935314	4.98083221682495e-6	4.482748995142455e-5	3.740797021768058	0.19880697089155958	4.98083221682495e-6	4.482748995142455e-5
FTH1P5	0.0818547411357031	11.97468984375	4.762661814344447	4.997626731091136e-6	4.49600389914911e-5	3.7376072451761697	0.0818547411357031	4.997626731091136e-6	4.49600389914911e-5
WDR82	0.10987188598612067	8.76385765625	4.7619039730426636	5.013643035252615e-6	4.508548034140146e-5	3.734575276494086	0.10987188598612067	5.013643035252615e-6	4.508548034140146e-5
UVRAG	0.13710396804375524	6.713091171875	4.761578532103089	5.020536189580919e-6	4.510425500181887e-5	3.73327335694945	0.13710396804375524	5.020536189580919e-6	4.510425500181887e-5
GPR162	-0.22381913692635866	5.403762421875	-4.761576777927018	5.020573369589951e-6	4.510425500181887e-5	3.733266339573758	-0.22381913692635866	5.020573369589951e-6	4.510425500181887e-5
CYB561A3	0.11918140480201869	7.27159453125	4.761511777381089	5.021951253362998e-6	4.510425500181887e-5	3.7330063137832354	0.11918140480201869	5.021951253362998e-6	4.510425500181887e-5
RBM18	0.18949702107272315	6.753535625	4.761273940896106	5.026996041837929e-6	4.513093062241043e-5	3.7320549025866114	0.18949702107272315	5.026996041837929e-6	4.513093062241043e-5
NIPAL2	0.28095936782280306	6.643228984375	4.76061974363828	5.040897658432903e-6	4.5237065496654684e-5	3.729438105192898	0.28095936782280306	5.040897658432903e-6	4.5237065496654684e-5
MOK	0.13560033222797468	5.4960140625000005	4.759956556627596	5.055028308800441e-6	4.534516734075711e-5	3.7267856049108232	0.13560033222797468	5.055028308800441e-6	4.534516734075711e-5
RNF115	0.15771730983066726	7.6240903125	4.759772529883613	5.058956196325645e-6	4.5361695852708884e-5	3.726049612417235	0.15771730983066726	5.058956196325645e-6	4.5361695852708884e-5
C1RL-AS1	-0.16322731742759503	4.937977890625	-4.759143420364511	5.07240631907997e-6	4.546355774987499e-5	3.723533715772305	-0.16322731742759503	5.07240631907997e-6	4.546355774987499e-5
